C0 -1.69723 -5.8892
C1 -0.797845 5.18968
C2 1.36356 4.57936
C3 6.19193 2.79388
C4 -4.97645 5.15886
C5 3.8264 -5.14024
C6 -2.41772 -2.63282
C7 6.16023 -6.38559
C8 -0.737249 -4.81643
C9 -3.4693 -4.52842
C10 0.803979 -5.65165
C11 1.87106 -5.36441
C12 5.94389 -5.2939
C13 -6.23518 2.6793
C14 -1.17444 -3.6426
C15 -6.07483 4.12833
C16 -2.5318 0.127327
C17 2.31801 5.83176
C18 -2.29331 1.50994
C19 1.62564 -0.269766
C20 -0.331193 -1.54796
C21 1.59 4.25108
C22 2.81921 0.75023
C23 4.86549 -4.91804
C24 2.9338 -5.60381
C25 -2.44646 -3.26222
C26 -4.25545 6.4246
C27 -1.62662 -5.31156
C28 -5.8693 -0.861805
C29 4.36774 -0.0437409
C30 2.4956 5.29291
C31 -2.91541 6.9638
C32 -1.57976 6.40261
C33 5.79556 3.12692
C34 0.91255 0.4212
C35 -4.14284 -6.41864
C36 5.87324 4.44715
C37 4.83244 1.69245
C38 -1.80262 2.69793
C39 3.77441 -5.86881
C40 4.09413 -5.67205
C41 -2.13103 6.83868
C42 -6.24745 3.24235
C43 -5.47289 -5.11675
C44 -4.61946 5.89485
C45 1.83951 4.87614
C46 4.18776 5.9241
C47 4.83994 -4.392
C48 5.32671 3.6355
C49 5.73492 -0.760741
