C0 0.77126 -1.60242
C1 -0.791352 7.2039
C2 4.62785 5.77166
C3 1.15541 -3.81263
C4 6.77739 -6.84652
C5 6.45597 -2.39513
C6 -1.60361 -4.58503
C7 -4.01161 -7.49259
C8 3.38059 -2.20062
C9 -1.28758 -0.999145
C10 6.4382 -2.12208
C11 7.70991 3.38948
C12 -5.55262 4.717
C13 7.02869 5.0515
C14 -0.421831 -5.67735
C15 -5.69357 -7.65057
C16 0.720228 1.51508
C17 7.55333 -2.65192
C18 -0.713262 0.708738
C19 1.53544 -1.93587
C20 1.86222 -0.00858099
C21 3.669 -7.74139
C22 3.40639 7.65738
C23 -7.23398 -1.21301
C24 -2.54324 -0.521562
C25 5.78784 -4.10504
C26 5.35636 5.49775
C27 7.28444 7.80374
C28 2.21475 6.31313
C29 4.85524 -6.20708
C30 -7.36422 7.16167
C31 -5.85765 1.356
C32 0.676753 -6.30432
C33 6.70408 7.96349
C34 2.40442 0.239526
C35 -1.97238 -3.73336
C36 -7.76906 -6.30338
C37 -3.47475 3.63734
C38 -6.646 -2.70873
C39 -5.57568 -1.18923
C40 4.7697 -7.78784
C41 2.70573 2.12606
C42 5.70991 1.99017
C43 1.9298 -0.0753365
C44 0.303294 -1.21495
C45 1.71758 0.939071
C46 -2.05328 3.85994
C47 -5.70492 6.62348
C48 5.55562 -7.00084
C49 6.58697 -0.0399647
C50 1.23868 -3.38541
C51 4.22667 1.46963
C52 -1.6888 -7.24808
C53 -2.89304 -0.334793
C54 -1.95681 -0.468716
C55 6.47597 -5.18711
C56 -0.256555 1.1817
C57 4.93895 -2.54664
C58 -4.82813 -1.13124
C59 5.37802 3.47516
